logId,userId,taskId,score
190,26,1cf80156,30888
191,30,3befdf3e,53151
192,13,29ec7d0e,13337
193,13,29ec7d0e,13337
194,29,b7249182,31709
195,4,0520fde7,91447
196,44,09629e4f,3482
197,7,09629e4f,0
198,39,025d127b,0
199,32,1f876c06,45532
200,35,0a938d79,47441
201,5,8403a5d5,75630
202,28,025d127b,28277
203,36,8efcae92,42391
204,30,3c9b0459,89265
205,2,0a938d79,73234
206,12,2013d3e2,68810
207,8,0dfd9992,21930
208,39,025d127b,0
209,3,0520fde7,90805
210,4,0520fde7,90623
211,20,234bbc79,0
212,2,0b148d64,81709
213,35,0b148d64,76774
214,36,8f2ea7aa,74646
215,45,007bbfb7,20417
216,13,2bcee788,61488
217,41,017c7c7b,0
218,19,0dfd9992,0
219,12,2204b7a8,71999
220,27,007bbfb7,12282
221,19,0dfd9992,0
222,5,94f9d214,62483
223,42,0962bcdd,10665
224,7,09629e4f,67376
225,26,1e0a9b12,48409
226,2,0ca9ddb6,69092
227,5,25d487eb,89987
228,12,22168020,78739
229,19,0dfd9992,14138
230,19,0dfd9992,13298
231,34,8403a5d5,62171
232,30,56dc2b01,82538
233,35,0ca9ddb6,62109
234,33,28bf18c6,0
235,36,90c28cc7,0
236,44,0962bcdd,40728
237,36,90c28cc7,60021
238,30,56ff96f3,92834
239,2,0d3d703e,0
240,13,2bee17df,61053
241,45,00d62c1b,60264
242,7,0962bcdd,69512
243,39,045e512c,0
244,37,0b148d64,86788
245,41,017c7c7b,0
246,35,0d3d703e,80488
247,5,2013d3e2,75095
248,31,08ed6ac7,36166
249,36,90f3ed37,79843
250,29,b775ac94,28451
251,12,22233c11,64984
252,30,5c0a986e,83205
253,33,50cb2852,73087
254,33,50cb2852,72356
255,7,0d3d703e,85406
256,32,2013d3e2,46358
257,2,0d3d703e,54391
258,5,2204b7a8,82373
259,8,0e206a2e,27771
260,12,22233c11,90446
261,44,0a938d79,66231
262,39,045e512c,27167
263,45,017c7c7b,0
264,19,137eaa0f,62548
265,28,045e512c,0
266,27,00d62c1b,38579
267,13,2c608aff,60141
268,37,0ca9ddb6,68607
269,36,913fb3ed,65114
270,5,22168020,83539
271,4,05f2a901,85068
272,45,017c7c7b,0
273,32,2204b7a8,72215
274,38,09629e4f,10623
275,28,045e512c,0
276,47,05f2a901,0
277,34,6b9890af,0
278,43,0962bcdd,55331
279,3,05269061,21645
280,33,5117e062,62546
281,39,0520fde7,0
282,5,28bf18c6,84383
283,37,0d3d703e,0
284,12,2281f1f4,75871
285,19,150deff5,72432
286,4,08ed6ac7,0
287,13,2dc579da,74493
288,29,b782dc8a,0
289,41,017c7c7b,0
290,44,0b148d64,66763
291,28,045e512c,0
292,4,08ed6ac7,89632
293,28,045e512c,0
294,37,0d3d703e,71059
295,29,b782dc8a,38933
296,30,469497ad,0
297,19,178fcbfb,79048
298,13,2dd70a9a,82952
299,33,5168d44c,67647
300,32,007bbfb7,0
301,20,234bbc79,0
302,49,0d3d703e,0
303,27,017c7c7b,0
304,36,91413438,0
305,13,2dee498d,84210
306,40,1f642eb9,59662
307,47,05f2a901,14053
308,41,025d127b,64781
309,34,6b9890af,0
310,44,0ca9ddb6,62611
311,28,0520fde7,67441
312,42,0a938d79,14476
313,7,10fcaaa3,0
314,48,00d62c1b,30766
315,30,469497ad,0
316,19,1a07d186,0
317,34,6b9890af,0
318,36,91413438,35697
319,20,234bbc79,4476
320,38,0962bcdd,40810
321,43,0a938d79,48501
322,49,0d3d703e,53149
323,45,017c7c7b,0
324,32,007bbfb7,38769
325,44,0d3d703e,80488
326,4,0d3d703e,93024
327,12,007bbfb7,85495
328,27,017c7c7b,0
329,30,469497ad,0
330,36,91714a58,80247
331,3,05269061,63636
332,35,0dfd9992,16369
333,40,1f85a75f,66036
334,7,10fcaaa3,22511
335,29,b8825c91,0
336,36,9172f3a0,0
337,45,025d127b,0
338,46,0d3d703e,82122
339,29,b8825c91,0
340,13,31aa019c,53847
341,3,05f2a901,0
342,4,11852cab,96642
343,26,1e32b0e9,8604
344,34,6c434453,57085
345,38,0a938d79,64264
346,48,017c7c7b,0
347,29,b8825c91,0
348,38,0a938d79,61732
349,19,1a07d186,33814
350,7,0520fde7,85320
351,12,00d62c1b,60702
352,30,46f33fce,0
353,3,05f2a901,92649
354,42,0ca9ddb6,60873
355,45,025d127b,51829
356,40,1f876c06,64334
357,33,539a4f51,29971
358,33,539a4f51,29971
359,12,00d62c1b,0
360,13,321b1fc6,0
361,29,b8cdaf2b,75627
362,13,321b1fc6,0
363,36,928ad970,82786
364,34,6cdd2623,67714
365,26,1f0c79e5,0
366,19,1b2d62fb,68948
367,13,321b1fc6,55611
368,3,06df4c85,74952
369,39,05269061,0
370,38,0ca9ddb6,0
371,12,00d62c1b,0
372,20,05269061,32622
373,29,b91ae062,0
374,32,00d62c1b,34820
375,19,1b60fb0c,0
376,27,017c7c7b,0
377,7,1f85a75f,78183
378,36,93b581b8,72795
379,34,6cf79266,73973
380,40,1fad071e,62605
381,38,0ca9ddb6,50597
382,33,53b68214,65766
383,12,00d62c1b,65652
384,19,1b60fb0c,73014
385,13,32597951,78101
386,39,05269061,17867
387,47,06df4c85,21751
388,37,0dfd9992,14055
389,2,0dfd9992,0
390,3,08ed6ac7,85320
391,36,941d9a10,86355
392,30,46f33fce,0
393,48,017c7c7b,0
394,7,1f876c06,80335
395,5,0dfd9992,9757
396,42,0d3d703e,69089
397,38,0d3d703e,81301
398,12,00d62c1b,79705
399,39,05f2a901,82707
400,48,017c7c7b,0
401,34,6d0aefbc,73384
402,35,137eaa0f,56678
403,7,1fad071e,81383
404,40,2013d3e2,70559
405,32,017c7c7b,65901
406,19,1bfc4729,70070
407,4,08ed6ac7,92653
408,12,017c7c7b,0
409,13,3345333e,64722
410,2,0dfd9992,0
411,30,46f33fce,0
412,29,b9b7f026,0
413,27,025d127b,56506
414,27,025d127b,55382
415,7,2013d3e2,0
416,45,045e512c,0
417,28,05269061,11813
418,42,11852cab,79604
419,34,6d58a25d,0
420,8,11852cab,89897
421,20,017c7c7b,0
422,19,1c786137,0
423,47,08ed6ac7,75551
424,28,05f2a901,85924
425,7,2013d3e2,71201
426,30,47c1f68c,0
427,36,952a094c,80976
428,40,2204b7a8,65506
429,34,6d58a25d,60262
430,35,150deff5,60021
431,19,1c786137,0
432,7,2204b7a8,85064
433,12,017c7c7b,0
434,36,9565186b,0
435,8,007bbfb7,70846
436,37,0e206a2e,41136
437,30,47c1f68c,0
438,36,9565186b,81549
439,34,6d75e8bb,80734
440,7,22168020,83790
441,28,06df4c85,66973
442,29,b9b7f026,0
443,12,017c7c7b,0
444,7,22233c11,86528
445,45,045e512c,0
446,39,06df4c85,34540
447,5,90c28cc7,63949
448,8,00d62c1b,0
449,4,0ca9ddb6,88913
450,32,025d127b,0
451,12,017c7c7b,0
452,28,08ed6ac7,76397
453,48,045e512c,33749
454,30,47c1f68c,0
455,8,00d62c1b,61181
456,2,0d3d703e,82373
457,36,95990924,60937
458,39,08ed6ac7,79444
459,19,1c786137,28653
460,7,2281f1f4,69030
461,12,017c7c7b,87235
462,35,178fcbfb,0
463,19,1c786137,27802
464,8,017c7c7b,0
465,19,1c786137,26653
466,19,1cf80156,0
467,42,08ed6ac7,40114
468,35,178fcbfb,0
469,30,2204b7a8,76394
470,36,963e52fc,72792
471,7,228f6490,80572
472,29,b9b7f026,0
473,8,017c7c7b,0
474,44,0dfd9992,0
475,40,1bfc4729,55273
476,48,0520fde7,0
477,38,0dfd9992,0
478,37,1f85a75f,58709
479,8,017c7c7b,0
480,30,22168020,90805
481,44,0dfd9992,3637
482,7,22eb0ac0,87402
483,19,1e0a9b12,78575
484,13,3428a4f5,20255
485,13,3428a4f5,19262
486,3,0962bcdd,76321
487,4,11852cab,0
488,7,234bbc79,0
489,30,22233c11,0
490,36,97999447,72071
491,12,025d127b,0
492,46,007bbfb7,78890
493,33,00d62c1b,71204
494,8,025d127b,0
495,4,11852cab,94624
496,5,75b8110e,0
497,35,178fcbfb,24273
498,2,11852cab,88284
499,13,3618c87e,88108
500,30,22233c11,0
501,47,09629e4f,22147
502,8,025d127b,0
503,48,0520fde7,0
504,27,045e512c,14924
505,27,045e512c,14775
506,43,0e206a2e,0
507,12,025d127b,0
508,7,234bbc79,0
509,37,1f876c06,64270
510,3,0a938d79,71633
511,40,1c786137,0
512,33,017c7c7b,0
513,19,1e32b0e9,0
514,48,0520fde7,0
515,19,1e32b0e9,0
516,39,0962bcdd,59127
517,12,025d127b,0
518,30,22233c11,49687
519,4,017c7c7b,89184
520,8,025d127b,47211
521,3,0a938d79,84214
522,33,017c7c7b,58827
523,28,09629e4f,27572
524,29,ba26e723,0
525,46,00d62c1b,59423
526,40,1c786137,42734
527,5,75b8110e,33075
528,41,045e512c,1223
529,12,025d127b,72143
530,19,1e32b0e9,41896
531,38,0dfd9992,0
532,19,1e32b0e9,39843
533,7,234bbc79,38304
534,19,1f642eb9,0
535,19,1f642eb9,0
536,3,0b148d64,83201
537,20,017c7c7b,0
538,3,0b148d64,95964
539,4,025d127b,83459
540,30,2281f1f4,69863
541,42,00d62c1b,66500
542,35,1a07d186,43083
543,46,017c7c7b,0
544,28,0962bcdd,0
545,45,045e512c,0
546,12,025d127b,0
547,12,025d127b,79850
548,7,23581191,77634
549,32,025d127b,0
550,47,0962bcdd,69793
551,43,0e206a2e,52466
552,39,0a938d79,62355
553,38,0dfd9992,4717
554,46,017c7c7b,70775
555,28,0962bcdd,60330
556,37,007bbfb7,57543
557,26,06df4c85,29643
558,19,1f642eb9,0
559,41,0520fde7,0
560,30,228f6490,79127
561,7,239be575,0
562,3,0ca9ddb6,75630
563,19,1f642eb9,66237
564,33,025d127b,52617
565,7,239be575,81220
566,41,0520fde7,58648
567,19,007bbfb7,0
568,32,025d127b,31770
569,46,025d127b,90257
570,30,22eb0ac0,88284
571,30,22eb0ac0,88284
572,3,0ca9ddb6,89721
573,39,0b148d64,80083
574,29,ba26e723,0
575,7,23b5c85d,86268
576,19,007bbfb7,84471
577,40,1caeab9d,45030
578,30,234bbc79,0
579,5,995c5fa3,48991
580,28,0a938d79,66572
581,32,025d127b,84471
582,31,09629e4f,0
583,36,97a05b5b,0
584,29,ba26e723,14280
585,3,0d3d703e,82122
586,8,045e512c,0
587,37,00d62c1b,0
588,4,0520fde7,92371
589,7,253bf280,80327
590,32,025d127b,92649
591,45,0520fde7,0
592,37,00d62c1b,63624
593,36,98cf29f8,88998
594,19,00d62c1b,77871
595,43,11852cab,65304
596,12,045e512c,50050
597,39,0ca9ddb6,0
598,40,1cf80156,82040
599,29,ba97ae07,0
600,7,25d487eb,93960
601,47,0a938d79,62168
602,44,6e02f1e3,17004
603,45,0520fde7,47061
604,28,0b148d64,81546
605,30,234bbc79,0
606,26,08ed6ac7,72647
607,48,0520fde7,0
608,46,045e512c,0
609,7,25d8a9c8,82703
610,3,0d3d703e,79365
611,19,017c7c7b,77011
612,48,0520fde7,77553
613,7,25ff71a9,93772
614,4,05f2a901,0
615,40,1e0a9b12,74202
616,37,017c7c7b,76314
617,31,09629e4f,79
618,12,0520fde7,70278
619,3,0d3d703e,87844
620,4,05f2a901,92094
621,4,05f2a901,92094
622,35,1b2d62fb,0
623,29,ba97ae07,56278
624,28,0ca9ddb6,73829
625,36,99fa7670,79048
626,42,045e512c,0
627,30,234bbc79,0
628,20,6e02f1e3,33540
629,3,0d3d703e,91630
630,4,05f2a901,0
631,19,025d127b,0
632,39,0d3d703e,82455
633,5,6e02f1e3,0
634,7,272f95fa,81549
635,34,6e02f1e3,8741
636,5,6e02f1e3,43079
637,41,05269061,31967
638,3,0d3d703e,89807
639,19,025d127b,0
640,33,0520fde7,0
641,37,025d127b,0
642,19,025d127b,63370
643,46,045e512c,33514
644,7,27a28665,0
645,28,0d3d703e,0
646,12,05269061,0
647,12,05269061,60404
648,30,23581191,71923
649,29,bb43febb,0
650,34,6e19193c,80976
651,38,0e206a2e,19780
652,46,0520fde7,88020
653,47,0b148d64,46170
654,28,0d3d703e,66906
655,20,6e19193c,70278
656,36,9aec4887,0
657,41,05f2a901,0
658,27,321b1fc6,68745
659,4,05f2a901,93211
660,37,025d127b,0
661,2,41e4d17e,67242
662,7,27a28665,66030
663,41,05f2a901,71920
664,12,05f2a901,75937
665,30,239be575,0
666,29,bb43febb,0
667,33,0520fde7,0
668,30,239be575,0
669,7,28bf18c6,86182
670,37,025d127b,0
671,47,0ca9ddb6,76241
672,40,1e32b0e9,39677
673,2,4258a5f9,77320
674,19,045e512c,53001
675,12,06df4c85,76013
676,29,bb43febb,38690
677,5,74dd1130,50597
678,33,0520fde7,28702
679,34,a85d4709,0
680,37,0d3d703e,85491
681,43,007bbfb7,32220
682,48,05269061,28689
683,39,0e206a2e,44044
684,30,239be575,0
685,47,0d3d703e,82122
686,3,0dfd9992,0
687,12,08ed6ac7,76252
688,19,0520fde7,78650
689,44,25ff71a9,90077
690,8,045e512c,0
691,36,9af7a82c,60081
692,8,045e512c,0
693,48,05f2a901,81058
694,40,1f0c79e5,0
695,19,0520fde7,89270
696,20,a85d4709,51885
697,37,05f2a901,90167
698,4,1190e5a7,0
699,7,28e73c20,48508
700,19,0520fde7,88731
701,44,05f2a901,81958
702,30,23b5c85d,70842
703,34,a85d4709,41589
704,40,1f0c79e5,0
705,39,11852cab,84552
706,5,80af3007,55331
707,35,1b60fb0c,0
708,38,11852cab,83874
709,27,05f2a901,83201
710,29,bbc9ae5d,0
711,13,3631a71a,2232
712,39,1190e5a7,0
713,3,0dfd9992,62296
714,41,06df4c85,33309
715,30,253bf280,77085
716,45,05269061,9730
717,30,25d487eb,93960
718,39,1190e5a7,0
719,37,0b148d64,90348
720,36,9d9215db,0
721,48,06df4c85,58709
722,8,0520fde7,0
723,44,06df4c85,64463
724,19,05f2a901,91078
725,34,9565186b,0
726,30,25d8a9c8,0
727,7,29623171,59901
728,8,0520fde7,47299
729,41,08ed6ac7,75551
730,35,1bfc4729,62608
731,30,25d8a9c8,81958
732,45,05f2a901,80649
733,44,08ed6ac7,84383
734,48,08ed6ac7,80815
735,3,0dfd9992,0
736,50,00d62c1b,63241
737,37,08ed6ac7,82786
738,7,29c11459,80815
739,12,09629e4f,0
740,28,0dfd9992,0
741,34,9565186b,76390
742,36,9d9215db,30957
743,19,06df4c85,69168
744,4,54d82841,92834
745,19,06df4c85,68476
746,45,06df4c85,71421
747,35,1caeab9d,0
748,19,06df4c85,67791
749,31,0962bcdd,64209
750,37,08ed6ac7,74054
751,39,137eaa0f,67717
752,19,06df4c85,67113
753,19,06df4c85,67113
754,2,4290ef0e,0
755,12,09629e4f,0
756,40,1f0c79e5,0
757,8,05269061,49353
758,19,06df4c85,66442
759,19,06df4c85,66442
760,19,06df4c85,65778
761,19,08ed6ac7,0
762,19,08ed6ac7,0
763,19,08ed6ac7,0
764,36,9dfd6313,72212
765,19,06df4c85,65120
766,19,09629e4f,0
767,19,08ed6ac7,0
768,19,08ed6ac7,0
769,19,08ed6ac7,0
770,19,09629e4f,0
771,19,09629e4f,0
772,19,09629e4f,0
773,19,09629e4f,0
774,19,09629e4f,0
775,19,09629e4f,0
776,19,09629e4f,0
777,19,06df4c85,64469
778,33,05269061,16670
779,26,09629e4f,0
780,38,137eaa0f,0
781,20,045e512c,33445
782,35,1caeab9d,0
783,30,25ff71a9,87314
784,28,0dfd9992,9241
785,45,08ed6ac7,77864
786,45,08ed6ac7,77085
787,19,0ca9ddb6,81880
788,8,05f2a901,82869
789,33,05f2a901,81139
790,48,0962bcdd,61373
791,37,1f642eb9,78179
792,12,09629e4f,51077
793,38,137eaa0f,0
794,5,1e32b0e9,30554
795,39,150deff5,64592
796,3,0e206a2e,0
797,19,0d3d703e,82952
798,7,2bee17df,73826
799,31,0a938d79,60749
800,32,11852cab,73454
801,13,363442ee,21756
802,34,f76d97a5,0
803,20,0520fde7,0
804,35,1caeab9d,82869
805,12,0962bcdd,76408
806,4,3f7978a0,0
807,2,4290ef0e,8546
808,32,11852cab,95294
809,37,1f85a75f,74721
810,4,3f7978a0,62736
811,7,2c608aff,81631
812,28,27a28665,0
813,38,137eaa0f,0
814,3,0e206a2e,75253
815,8,06df4c85,61307
816,12,0a938d79,0
817,32,11852cab,95294
818,33,06df4c85,66773
819,20,0520fde7,51362
820,39,178fcbfb,65310
821,34,f76d97a5,0
822,28,27a28665,0
823,34,f76d97a5,78343
824,31,0b148d64,70134
825,30,264363fd,0
826,7,2dc579da,84891
827,13,36d67576,69857
828,19,11852cab,90987
829,8,08ed6ac7,83539
830,43,0520fde7,0
831,37,1f876c06,71207
832,40,05f2a901,85406
833,20,05f2a901,90167
834,29,bd4472b8,73457
835,33,08ed6ac7,81142
836,32,007bbfb7,83877
837,48,0a938d79,46362
838,12,0a938d79,57842
839,4,3f7978a0,84979
840,7,2dd70a9a,84636
841,19,007bbfb7,83877
842,45,09629e4f,0
843,42,05269061,31747
844,28,27a28665,0
845,49,0962bcdd,66572
846,38,150deff5,67918
847,50,017c7c7b,0
848,44,1cf80156,0
849,43,0520fde7,0
850,47,0dfd9992,0
851,43,0520fde7,41589
852,31,0ca9ddb6,0
853,7,2dee498d,85920
854,2,42a50994,51313
855,8,09629e4f,0
856,48,0b148d64,78489
857,3,10fcaaa3,0
858,12,0b148d64,77549
859,35,007bbfb7,47970
860,40,06df4c85,65638
861,13,3906de3d,62483
862,31,0ca9ddb6,59127
863,28,28bf18c6,72284
864,45,09629e4f,0
865,44,1cf80156,0
866,32,00d62c1b,71204
867,19,08ed6ac7,83626
868,38,178fcbfb,71633
869,4,3906de3d,78732
870,2,4347f46a,82538
871,7,31aa019c,78650
872,39,1a07d186,0
873,36,9f236235,0
874,30,50846271,62736
875,37,2204b7a8,71780
876,42,08ed6ac7,81794
877,12,0ca9ddb6,73460
878,49,10fcaaa3,0
879,13,39a8645d,81958
880,31,0d3d703e,81958
881,5,4290ef0e,28365
882,5,4290ef0e,28365
883,40,08ed6ac7,81876
884,34,cf98881b,0
885,29,bda2d7a6,50291
886,48,0ca9ddb6,67312
887,39,1a07d186,40647
888,32,017c7c7b,86792
889,20,06df4c85,49201
890,7,321b1fc6,0
891,2,444801d8,80251
892,34,cf98881b,44398
893,8,09629e4f,41887
894,4,39a8645d,91265
895,35,00d62c1b,69158
896,7,321b1fc6,72584
897,30,508bd3b6,82624
898,19,09629e4f,0
899,3,10fcaaa3,0
900,29,bdad9b1f,87053
901,48,0d3d703e,87227
902,26,09629e4f,803
903,2,445eab21,0
904,36,9f236235,0
905,7,32597951,89448
906,3,10fcaaa3,0
907,32,025d127b,93678
908,12,0d3d703e,0
909,3,10fcaaa3,0
910,44,1cf80156,9658
911,2,445eab21,0
912,20,08ed6ac7,74874
913,37,007bbfb7,63310
914,2,445eab21,0
915,39,1b60fb0c,0
916,41,0962bcdd,63180
917,39,1b60fb0c,0
918,8,0962bcdd,71207
919,36,9f236235,20566
920,39,1b60fb0c,0
921,7,3345333e,77478
922,42,0a938d79,64136
923,4,1caeab9d,78268
924,38,1a07d186,47540
925,44,1e0a9b12,79289
926,12,0d3d703e,90356
927,30,50cb2852,87932
928,8,0a938d79,81794
929,28,28e73c20,0
930,36,a1570a43,78650
931,43,05269061,0
932,34,d06dbe63,57948
933,45,09629e4f,10723
934,19,09629e4f,36798
935,36,a2fd1cf0,91906
936,37,00d62c1b,72723
937,20,09629e4f,65638
938,29,be94b721,0
939,39,1bfc4729,69717
940,39,1bfc4729,69020
941,39,1bfc4729,69020
942,30,5117e062,79206
943,8,0b148d64,0
944,35,017c7c7b,45116
945,26,00d62c1b,58885
946,47,0e206a2e,37128
947,2,447fd412,53042
948,37,017c7c7b,81794
949,13,39e1d7f9,34338
950,39,1caeab9d,0
951,30,5168d44c,81468
952,8,0b148d64,0
953,3,10fcaaa3,0
954,41,0a938d79,49886
955,8,0b148d64,54676
956,28,28e73c20,0
957,39,1caeab9d,69373
958,36,a3df8b1e,86792
959,35,025d127b,0
960,29,be94b721,32286
961,20,0962bcdd,0
962,44,1e32b0e9,0
963,37,025d127b,0
964,13,3aa6fb7a,86355
965,42,00d62c1b,66500
966,3,11852cab,87314
967,50,025d127b,73011
968,45,0962bcdd,55110
969,19,0e206a2e,0
970,36,a416b8f3,88998
971,3,11852cab,96642
972,20,0962bcdd,54838
973,39,1cf80156,86441
974,49,10fcaaa3,0
975,37,025d127b,0
976,8,0ca9ddb6,82044
977,3,11852cab,96642
978,35,025d127b,0
979,8,0d3d703e,0
980,36,a48eeaf7,79127
981,19,0e206a2e,47065
982,2,44d8ac46,0
983,8,0d3d703e,82621
984,47,10fcaaa3,0
985,33,09629e4f,0
986,30,539a4f51,56224
987,39,1e0a9b12,73244
988,43,05f2a901,87489
989,35,025d127b,0
990,7,3428a4f5,0
991,2,44d8ac46,73087
992,36,a5313dff,84214
993,40,09629e4f,16268
994,13,3ac3eb23,68196
995,13,3ac3eb23,65509
996,13,3ac3eb23,62928
997,13,3ac3eb23,62928
998,7,3428a4f5,0
999,3,1190e5a7,0
1000,5,239be575,17243
1001,33,09629e4f,7384
1002,38,23581191,75324
1003,29,beb8660c,50599
1004,31,0dfd9992,0
1005,44,1e32b0e9,0
1006,4,1190e5a7,0
1007,28,28e73c20,0
1008,30,53b68214,78965
1009,20,0a938d79,54505
1010,28,28e73c20,46459
1011,7,3428a4f5,0
1012,38,239be575,0
1013,43,06df4c85,0
1014,37,0e206a2e,54393
1015,45,0a938d79,0
1016,38,239be575,0
1017,19,5582e5ca,93020
1018,29,c0f76784,82122
1019,7,3618c87e,92649
1020,40,0962bcdd,0
1021,39,1e32b0e9,0
1022,2,44f52bb0,74344
1023,36,a5f85a15,65111
1024,20,0b148d64,86788
1025,44,1e32b0e9,16739
1026,40,0962bcdd,0
1027,19,5614dbcf,0
1028,34,d07ae81c,0
1029,3,1190e5a7,0
1030,39,1e32b0e9,47359
1031,35,0520fde7,53683
1032,41,0b148d64,29313
1033,37,1e0a9b12,76547
1034,28,007bbfb7,73678
1035,8,0dfd9992,43609
1036,20,0ca9ddb6,0
1037,4,1190e5a7,0
1038,29,c1d99e64,70348
1039,40,0962bcdd,54559
1040,32,0a938d79,0
1041,38,239be575,0
1042,36,a61ba2ce,71705
1043,33,0962bcdd,50349
1044,44,1f0c79e5,0
1045,20,0ca9ddb6,68336
1046,30,543a7ed5,63885
1047,45,0a938d79,28225
1048,48,0dfd9992,0
1049,13,3af2c5a8,0
1050,47,10fcaaa3,18708
1051,43,11852cab,81464
1052,49,10fcaaa3,4309
1053,36,a61f2674,88108
1054,19,5614dbcf,58536
1055,12,0dfd9992,24690
1056,28,00d62c1b,0
1057,34,d07ae81c,0
1058,32,0a938d79,69089
1059,35,05f2a901,85748
1060,5,045e512c,41387
1061,28,00d62c1b,73387
1062,38,23b5c85d,0
1063,30,54d82841,91722
1064,7,363442ee,55508
1065,27,1f0c79e5,0
